"site","averageinternaltempc","lowestinternaltempc","highestinternaltempc","temperaturedifferencec","ore","lengthofpassagem","numberofentrancesforhumanaccess","numberoflevels","year","count","entrances","slope"
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2015,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2016,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2017,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2018,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2019,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2020,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2021,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2022,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2023,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"Nassau Mine",8.38888888888889,NA,NA,NA,"copper",396.220664431576,"1",1,2024,NA,1,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1980,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1980,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1980,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1980,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1980,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1993,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1993,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1993,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1993,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1993,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1996,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1996,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1996,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1996,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1996,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1997,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1997,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1997,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1997,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1997,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1998,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1998,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1998,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1998,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1998,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1999,969,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1999,969,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1999,969,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1999,969,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,1999,969,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2000,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2000,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2000,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2000,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2000,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2001,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2001,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2001,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2001,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2001,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2002,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2002,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2002,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2002,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2002,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2003,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2003,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2003,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2003,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2003,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2004,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2004,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2004,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2004,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2004,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2005,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2005,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2005,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2005,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2005,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2006,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2006,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2006,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2006,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2006,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2007,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2007,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2007,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2007,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2007,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2008,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2008,NA,0,NA
"National Mine #7",NA,2.77777777777778,8.88888888888889,6.11111111111111,"copper",76.1962816214569,"0",1,2008,NA,0,NA
